"# 文本key","文本value"
"string","string"
"692342b47af8afcb28740e42d182737e","Безмерно благодарен"
"b305d36f1bfc0eb6dfbdd915999bc4a5","Спасибо вам, воин, за спасение! Мне нечем отплатить за вашу доброту, кроме как предложить себя. Но скажите, нет ли у вас уже кого-то на сердце?"
"be201746bff192ef4867e1f1d63b2d98","Я уже испытываю чувства к кому-то другому"
"163c7a6a0a57dbf70055c3f43a7589d8","Раз так, тогда я хотела бы называть вас своим старшим братом. Окажите ли вы мне иметь такую честь?"
"548e8ac18259472cf3a8dbcc8fe3254e","Это было бы великой честью"
"c8994c8ce146fafb2cffa2b0be06df66","Я спас {0}{1} жизнь, и мы стали названными братом и сестрой."
"d7e5e65fb04d6ba1fdc9c672342ad0aa","Старший брат, примите поклон от младшей сестры."
"3e0550e6b9eaf2ea12c5950d1812656b","Вы стали назваными братом и сестрой."
"bcfbcbf4ab377131a0340e1df61ed0e9","Приветствую, младшая сестра"
"1e23b1540e997fa5bea5354cfd5d4e77","Снова отказать"
"08bdaaf5ac65738b3b47dab15694789d","Тогда... могу ли я стать вашей слугой? Я лишь хочу оставаться рядом с вами, готовить чай, стирать одежду и убирать постель в знак благодарности за спасение."
"22f005b9d3e4dba4917dbb202c9a2627","Согласиться нехотя"
"fb3df79880e866290f359021c3335b5c","Я спас {0}{1} жизнь, и в итоге она стала моей служанкой."
"5ac6e2c71848023844c27f2dda844113","Теперь я буду следовать за вами всю жизнь, служить вам до самой смерти."
"0de494c5a0fd55202c1b702dac44a8d4","Вы приняли её в свои слуги, доверие увеличилось."
"ac2c8f13c6e60810197b19d683f5f184","Хорошо"
"7d9109c0f14c0d2f894ade6617903e7f","Жёстко отказать"
"300ba77177ff33943227b8c3dc3b9b8f","В таком случае я прощаюсь с вами и желаю вам долгих лет процветания и мира."
"ce178197e10d28e73b70a19f7c3b6508","Я спас {0}{1}, но она хотела остаться со мной. Я отказался, и она ушла разочарованная."
"e0656dacbf29dd1c6a196d90f94f233a","Её печаль усилилась."
"87190b2ef188503e28ed212eaf48b6d5","Прощай."
"cdf494ed8f70735a35aba9edb2185d27","Скажи ей, что твоя возлюбленная скончалась."
"49d37ab7e816fe15cbcdf2242e584644","Хозяин, пожалуйста, не горюй слишком сильно. Я верю, что она тоже желает тебе счастья."
"0976d278a0cc1c947343ffc1ab741c0f","Спасибо."
"2e95a8b2ef20a30b5ab622cb7b293540","Скажи ей, что у тебя нет никаких интимных отношений."
"9dd6e1fc68a13b29cbe1b52cc390b9af","Она заинтересована в романтических отношениях со мной."
"4e0cda58d67034822b363b0163e94cc2","Соглашайся вступить с ней в романтические отношения."
"f071eae9118723201a941eb90f00caed","Я спас {0}{1}, и она захотела стать моей возлюбленной."
"c7e162c94e9e6b1cfbeb94f94af73ec8","Вы вступили в романтические отношения. Её доверие к вам возросло."
"0218cbc88086353118fea07e364334d4","Счастлив"
"d93014d970fbd6d51176327d57568771","Пожалуйста, откажись"
"e2cd79e26aec0c82da3261b3a5934674","Чтобы найти еду, повышающую характеристики, загляните на винную полку в таверне, на грузовые корабли или исследуйте разные места.  Вы также можете улучшить свои кулинарные способности."
"308449837f02049f1d8f8a9fd1f27286","Понял, спасибо за информацию."
"235959c991126474de2535133859a7cf","Хотите узнать о стилях боевых искусств этих новых сект?"
"70dbc7b158749b05b010c5525a95cef2","Не могли бы вы рассказать мне о них подробнее?"
"1a41a3528c525f181bec55086624fa1a","<TDName>「Школа зверей」</>Изучите позы зверей на лугах, общайтесь с небом и землей, освойте язык зверей и сможете приручать птиц и зверей с помощью их. сила, у тебя есть глубокая внутренняя сила. Научившись таким образом, ты сможешь одним движением победить зверей. Набухая, импульс подобен тигру. \\n<TDName>「Ледяной стиль」</> При занятиях экстремальными холодными боевыми искусствами внутренняя сила холодна, как лед, ее достаточно, чтобы замерзнуть на три фута. После изучения этой техники один удар ладонью заставит лед проникнуть сквозь лед. кости, и движения противника тут же заморозятся. Движения его были вялыми, жизненно важные части были заблокированы льдом, и ему оставалось только позволить его зарезать. \\n<TDName>「Школа пьянства」</>Пьяный до пьяного разума, пьяный, чтобы ударить Акаши, пьянство не имеет себе равных, учитесь таким образом, выпейте бокал вина, ударьте пьяного кулаком, виртуальный и реальный, неожиданный, противник медленно впадает в состояние опьянения, у меня не было сил сопротивляться, я просто падал и шатался. \\n<TDName>「Школа скрытого оружия」</> хороша в использовании скрытого оружия, с бесконечными изменениями, а скорость стрельбы такая же быстрая, как ветер. После изучения этого метода скрытое оружие падает, как дождь, и. противнику некогда защищаться. Он поразил множество жизненно важных точек и залит землей. \\n<TDName>「Школа Рока」</>Изучите состояние обреченности, научитесь проклинать и вести противника к обреченности. Если вы научитесь таким образом, с мыслью о проклятии противник упадет в водоворот. обреченности, и все пойдет не так, и вся удача будет потеряна, психически сломлена и больше не сможет сопротивляться. \\n<TDName>「Палящий стиль」</>Занимайтесь пламенными боевыми искусствами, внутренняя энергия горяча, как огонь, и вы хорошо умеете использовать палящий жар, чтобы причинить вред людям. Изучив этот метод, вы сможете действовать. и огонь будет бушевать. Противник будет прожжен до дыр, и кожа будет разорвана, он будет испытывать нестерпимую боль, изнеможет и умрет в жалком состоянии. \\n<TDName>「Школа ядовитых миазм」</> владеет всеми видами ядовитых техник и хорошо умеет использовать хронические яды. После изучения этой техники после отравления противника он медленно теряет вес, теряет свою физическую форму. силы и страдает от различных симптомов. В конце концов, боль стала невыносимой, и я не смог ни выжить, ни умереть. \\n<TDName>「Школа Вуду」</> специализируется на мысленном методе вуду, используя все виды насекомых вуду для управления сердцами людей. После изучения этого метода одним движением вуду насекомое проникает в тело противника. смущает разум и контролируется. Воля, подчиняясь приказам других, теряет себя. \\н"
